dbnos,assists,boosts,damage_dealt,headshot_kills,heals,kills,longest_kill,revives,total_distance,ride_distance,road_kills,swim_distance,vehicle_destroys,time_survived,walk_distance,weapons_acquired,win_place,team_count,map_name,duration
1,1,2,143,0,2,1,0.192,1,2.65 ,1.72 ,0,0.00 ,0,796,0.92 ,5,6,16,에란겔,1653
6,1,8,815,2,6,8,0.106,1,5.78 ,2.75 ,0,0.00 ,0,1580,3.02 ,7,2,15,에란겔,1580
2,0,4,227,0,5,2,0.032,0,4.19 ,2.87 ,0,0.00 ,0,868,1.32 ,7,14,16,에란겔,1711
2,1,8,296,1,7,3,0.196,1,4.71 ,3.27 ,0,0.00 ,0,1131,1.44 ,7,10,17,미라마,1818
2,5,6,503,0,6,1,0.134,2,5.32 ,3.54 ,0,0.00 ,0,1670,1.78 ,8,1,15,에란겔,1674
0,0,3,73,0,6,0,0.0,0,0.46 ,0.00 ,0,0.00 ,0,544,0.46 ,6,13,15,에란겔,1651
2,1,7,466,0,9,3,0.056,1,4.04 ,2.14 ,0,0.00 ,0,1186,1.90 ,5,9,17,미라마,1917
1,1,3,45,0,0,1,0.07,1,6.32 ,4.95 ,0,0.00 ,0,1149,1.37 ,9,7,15,에란겔,1629
0,0,4,0,0,1,0,0.0,1,4.25 ,3.32 ,0,0.00 ,0,745,0.93 ,7,14,16,에란겔,1847
1,0,3,128,0,0,0,0.0,0,4.32 ,2.78 ,0,0.00 ,0,1058,1.54 ,9,8,16,미라마,1820
1,0,6,304,0,0,0,0.0,1,5.97 ,3.71 ,0,0.00 ,0,1251,2.26 ,10,2,16,태이고,1956
1,0,0,100,0,0,1,0.006,0,0.05 ,0.00 ,0,0.00 ,0,147,0.05 ,2,16,16,에란겔,1708
0,0,6,93,0,3,0,0.0,1,9.18 ,7.48 ,0,0.01 ,0,1232,1.69 ,8,3,15,에란겔,1681
1,0,9,95,0,8,1,0.127,0,5.34 ,1.60 ,0,0.00 ,0,1530,3.74 ,5,1,15,미라마,1779
0,0,3,0,0,0,0,0.0,0,2.92 ,2.07 ,0,0.00 ,0,545,0.85 ,6,15,16,에란겔,1741
0,0,1,0,0,0,0,0.0,0,0.16 ,0.00 ,0,0.00 ,0,277,0.16 ,5,14,18,에란겔,1929
4,2,7,675,0,3,2,0.204,0,5.85 ,4.38 ,0,0.00 ,0,1510,1.47 ,6,6,16,에란겔,1644
3,0,7,349,1,3,4,0.158,0,4.46 ,3.00 ,0,0.00 ,0,1483,1.47 ,5,5,16,에란겔,1808
1,0,9,214,0,2,0,0.0,1,1.77 ,0.00 ,0,0.00 ,0,1349,1.77 ,8,8,17,에란겔,1868
2,1,9,376,0,3,2,0.044,1,2.57 ,1.66 ,0,0.00 ,0,1204,0.91 ,7,9,16,에란겔,1895
0,0,4,0,0,0,0,0.0,0,3.81 ,2.73 ,0,0.00 ,0,677,1.08 ,6,9,15,에란겔,1630
3,0,4,452,0,1,0,0.0,0,6.62 ,5.43 ,0,0.00 ,0,1449,1.19 ,7,6,16,에란겔,1795
0,0,6,29,0,0,0,0.0,2,4.60 ,3.00 ,0,0.00 ,0,1148,1.60 ,10,6,16,미라마,1621
0,0,1,0,0,0,0,0.0,0,5.14 ,4.12 ,0,0.00 ,0,884,1.02 ,9,11,17,미라마,1893
0,1,13,92,0,10,0,0.0,1,10.60 ,9.40 ,0,0.00 ,0,1530,1.20 ,3,6,17,태이고,1887
1,0,10,141,0,6,2,0.061,1,3.67 ,2.30 ,0,0.00 ,0,1482,1.37 ,7,7,15,미라마,1944
2,0,4,250,1,5,2,0.259,0,5.25 ,2.69 ,0,0.00 ,0,1279,2.56 ,6,3,16,에란겔,1631
0,1,8,251,0,3,0,0.0,0,8.83 ,7.21 ,0,0.00 ,0,1487,1.62 ,7,8,15,미라마,1911
1,1,9,244,0,1,0,0.0,0,5.46 ,4.32 ,0,0.00 ,0,1164,1.14 ,6,9,17,미라마,1888
0,1,7,118,0,13,1,0.046,1,9.10 ,7.00 ,0,0.00 ,0,1331,2.10 ,6,6,17,태이고,1815
0,0,0,0,0,0,0,0.0,0,0.07 ,0.00 ,0,0.00 ,0,234,0.07 ,3,16,16,에란겔,1841
2,0,11,343,1,4,2,0.032,0,7.44 ,5.88 ,0,0.00 ,1,1325,1.55 ,8,11,16,태이고,1824
0,0,2,0,0,2,0,0.0,0,0.41 ,0.00 ,0,0.00 ,0,361,0.41 ,6,9,16,에란겔,1894
0,0,0,0,0,0,0,0.0,0,0.05 ,0.00 ,0,0.00 ,0,187,0.05 ,1,15,16,에란겔,1814
2,1,5,283,0,0,1,0.151,0,5.94 ,4.70 ,0,0.00 ,0,845,1.24 ,7,11,17,에란겔,1839
4,1,17,409,1,5,3,0.121,1,3.60 ,1.52 ,0,0.00 ,0,1927,2.08 ,8,2,17,태이고,1931
1,1,7,231,0,6,2,0.24,0,1.71 ,0.00 ,0,0.00 ,1,1460,1.71 ,9,7,15,에란겔,1862
1,0,8,212,0,14,2,0.177,0,3.72 ,2.60 ,0,0.00 ,0,1653,1.12 ,6,1,16,에란겔,1653
1,1,10,309,0,0,1,0.044,1,4.98 ,4.11 ,0,0.00 ,0,1808,0.87 ,5,3,16,태이고,1891
1,2,11,212,0,2,1,0.174,0,5.69 ,4.10 ,0,0.00 ,0,1804,1.59 ,6,1,15,태이고,1847
0,0,3,12,0,5,0,0.0,0,7.67 ,6.47 ,0,0.00 ,0,1256,1.20 ,9,8,17,에란겔,1726
2,0,0,200,1,0,1,0.002,0,0.02 ,0.00 ,0,0.00 ,0,125,0.02 ,2,16,16,태이고,1668
1,0,8,80,1,7,1,0.005,1,4.58 ,3.98 ,0,0.00 ,1,1312,0.60 ,5,8,15,태이고,1920
4,2,13,488,1,6,3,0.278,1,10.17 ,8.99 ,0,0.00 ,0,1829,1.18 ,6,2,16,미라마,1832
0,0,0,42,0,0,0,0.0,0,0.22 ,0.00 ,0,0.00 ,0,339,0.22 ,4,3,15,에란겔,1793
3,1,6,165,0,0,2,0.128,0,2.69 ,1.32 ,0,0.00 ,0,872,1.38 ,6,12,16,태이고,1886
1,1,8,78,0,17,2,0.208,0,8.83 ,6.77 ,0,0.00 ,0,1224,2.05 ,3,2,16,에란겔,1780
0,0,4,0,0,0,0,0.0,0,6.45 ,5.85 ,0,0.00 ,0,733,0.61 ,6,14,16,에란겔,1805
0,0,8,154,0,3,0,0.0,0,4.12 ,2.79 ,0,0.00 ,0,1115,1.33 ,10,3,16,에란겔,1779
0,1,6,97,0,3,0,0.0,0,3.20 ,2.35 ,0,0.00 ,0,757,0.85 ,9,13,16,태이고,1794
1,1,1,118,0,0,0,0.0,1,6.30 ,5.47 ,0,0.00 ,0,747,0.83 ,5,15,17,에란겔,1825
3,1,11,347,0,1,1,0.056,1,6.55 ,5.10 ,0,0.00 ,0,1391,1.45 ,5,7,15,에란겔,1886
1,1,8,197,0,3,1,0.137,0,7.57 ,6.16 ,0,0.00 ,0,1029,1.41 ,8,11,16,미라마,1864
1,2,7,241,0,6,1,0.168,0,3.59 ,2.84 ,0,0.00 ,0,1286,0.75 ,6,7,15,에란겔,1658
0,0,5,100,0,1,2,0.183,0,3.49 ,2.11 ,0,0.00 ,0,1492,1.38 ,8,7,16,에란겔,1790
2,0,16,595,0,12,1,0.024,3,9.11 ,7.07 ,0,0.00 ,0,1759,2.04 ,5,2,16,태이고,1762
0,0,9,151,0,6,0,0.0,1,5.50 ,3.63 ,0,0.00 ,0,1115,1.86 ,5,7,17,미라마,1856
2,1,11,336,0,6,1,0.152,0,3.92 ,2.41 ,0,0.00 ,0,1307,1.51 ,11,5,15,태이고,1674
0,0,7,199,0,4,0,0.0,0,3.54 ,2.13 ,0,0.00 ,0,1178,1.41 ,5,7,15,에란겔,1837
0,0,0,85,0,6,0,0.0,0,0.43 ,0.00 ,0,0.00 ,0,464,0.43 ,7,15,16,에란겔,1841
0,0,6,240,0,0,0,0.0,0,5.24 ,4.55 ,0,0.00 ,0,866,0.69 ,8,13,18,태이고,1832
1,0,9,268,0,2,2,0.14,0,5.20 ,3.79 ,0,0.00 ,1,1451,1.41 ,6,5,17,미라마,1670
1,0,13,363,0,8,0,0.0,0,2.82 ,1.34 ,0,0.00 ,0,1411,1.48 ,7,7,17,미라마,1830
1,1,11,255,0,5,1,0.012,3,7.28 ,5.38 ,0,0.19 ,0,1425,1.71 ,13,7,16,태이고,1908
1,0,8,64,0,0,1,0.057,0,3.14 ,2.17 ,0,0.00 ,0,1101,0.97 ,9,12,16,에란겔,1834
0,0,1,0,0,0,0,0.0,0,1.57 ,1.07 ,0,0.00 ,0,395,0.51 ,5,15,18,태이고,1499
1,0,7,101,1,1,1,0.01,0,5.40 ,3.25 ,0,0.00 ,0,1044,2.15 ,6,5,15,태이고,1146
0,0,6,143,0,2,0,0.0,0,5.13 ,4.28 ,0,0.00 ,0,1136,0.85 ,6,10,16,미라마,1786
3,1,7,686,1,5,4,0.039,3,4.61 ,1.63 ,0,0.00 ,0,1727,2.99 ,5,2,16,에란겔,1730
0,0,0,0,0,0,0,0.0,0,0.31 ,0.00 ,0,0.00 ,0,400,0.31 ,2,16,17,에란겔,1773
7,1,6,687,3,13,3,0.085,2,6.37 ,4.46 ,0,0.00 ,0,1841,1.91 ,3,2,17,에란겔,1844
1,0,1,129,0,2,0,0.0,0,5.28 ,4.31 ,0,0.00 ,0,853,0.97 ,7,11,16,에란겔,1632
0,0,1,18,0,0,0,0.0,0,3.58 ,2.29 ,0,0.00 ,0,579,1.29 ,3,13,16,에란겔,1519
0,0,3,281,0,3,0,0.0,0,6.07 ,4.20 ,0,0.00 ,0,1141,1.87 ,5,3,17,태이고,1578
1,0,1,96,0,0,0,0.0,0,6.78 ,6.06 ,0,0.00 ,0,750,0.72 ,5,10,17,미라마,1609
4,3,8,772,2,8,6,0.312,1,5.76 ,3.12 ,0,0.00 ,0,1541,2.65 ,4,1,16,에란겔,1541
1,0,6,240,0,4,1,0.007,0,6.73 ,5.20 ,0,0.00 ,0,1116,1.53 ,5,2,16,미라마,1847
0,0,0,0,0,0,0,0.0,0,0.11 ,0.00 ,0,0.00 ,0,199,0.11 ,6,15,16,태이고,1335
0,0,0,11,0,0,0,0.0,0,1.22 ,0.53 ,0,0.00 ,0,493,0.69 ,4,12,18,미라마,1872
1,0,0,125,0,0,0,0.0,0,0.08 ,0.00 ,0,0.00 ,0,188,0.08 ,1,2,15,에란겔,1691
3,0,0,274,2,0,2,0.009,0,1.83 ,0.57 ,0,0.00 ,0,642,1.27 ,5,10,16,미라마,1670
0,0,4,0,0,0,0,0.0,0,3.72 ,3.09 ,0,0.00 ,0,547,0.63 ,6,10,16,태이고,1893
2,1,9,364,2,3,3,0.205,0,7.89 ,5.91 ,0,0.00 ,0,1442,1.97 ,4,2,17,미라마,1487
1,1,0,203,0,0,2,0.033,1,2.06 ,1.14 ,0,0.00 ,0,579,0.93 ,6,9,15,태이고,1357
1,2,5,328,0,0,1,0.057,0,5.33 ,3.53 ,0,0.00 ,0,1692,1.80 ,6,1,16,에란겔,1692
1,0,2,213,0,3,0,0.0,0,4.52 ,3.42 ,0,0.00 ,0,686,1.10 ,8,14,15,태이고,1567
0,0,0,21,0,0,0,0.0,0,3.29 ,2.93 ,0,0.00 ,0,526,0.36 ,4,12,16,미라마,1807
0,2,3,0,0,0,0,0.0,0,4.78 ,2.33 ,0,0.00 ,0,1101,2.45 ,6,13,15,에란겔,1900
0,2,7,210,0,2,0,0.0,0,3.74 ,1.73 ,0,0.00 ,0,1703,2.01 ,6,1,16,미라마,1703
2,0,0,200,0,0,0,0.0,0,0.08 ,0.00 ,0,0.00 ,0,152,0.08 ,2,16,16,에란겔,1638
0,0,0,0,0,0,0,0.0,0,2.69 ,2.04 ,0,0.00 ,0,551,0.66 ,5,15,16,에란겔,1758
0,0,0,0,0,0,0,0.0,0,0.08 ,0.00 ,0,0.00 ,0,130,0.08 ,1,14,17,미라마,1883
2,1,7,299,1,6,2,0.056,1,9.38 ,8.23 ,0,0.00 ,0,1521,1.15 ,4,3,15,태이고,1756
0,0,2,0,0,0,0,0.0,0,1.65 ,0.00 ,0,0.03 ,0,638,1.63 ,4,11,17,에란겔,1847
0,0,4,85,0,5,0,0.0,1,10.34 ,8.94 ,0,0.00 ,0,1200,1.40 ,6,7,16,미라마,1829
1,1,1,187,0,5,1,0.012,0,0.08 ,0.00 ,0,0.00 ,0,239,0.08 ,1,2,17,에란겔,1295
2,0,6,200,0,10,2,0.183,0,6.67 ,5.23 ,0,0.00 ,0,1009,1.44 ,2,10,16,미라마,1753
1,0,3,130,0,0,2,0.19,0,5.79 ,4.32 ,0,0.00 ,0,1441,1.47 ,4,5,16,에란겔,1873
0,0,0,0,0,0,0,0.0,0,5.88 ,4.73 ,0,0.00 ,0,1103,1.15 ,6,9,17,태이고,1729
0,0,2,63,0,4,0,0.0,0,2.03 ,0.00 ,0,0.00 ,0,988,2.03 ,5,9,16,에란겔,1508
2,0,2,188,0,0,0,0.0,0,4.16 ,2.32 ,0,0.33 ,0,1117,1.52 ,6,6,16,에란겔,1617
0,1,9,131,0,11,2,0.114,0,11.57 ,9.20 ,0,0.00 ,0,1500,2.37 ,6,3,16,미라마,1840
1,1,1,183,0,0,0,0.0,0,6.76 ,5.63 ,0,0.00 ,0,1300,1.13 ,4,6,16,에란겔,1885
1,0,0,100,0,0,1,0.004,0,2.95 ,1.96 ,1,0.31 ,0,592,0.68 ,2,7,16,태이고,1860
1,1,5,142,0,6,0,0.0,0,10.52 ,8.37 ,0,0.00 ,0,1822,2.15 ,8,2,16,미라마,1825
1,0,4,123,0,6,0,0.0,0,12.27 ,10.32 ,0,0.00 ,0,1465,1.95 ,5,4,16,태이고,1629
2,2,8,380,0,17,2,0.085,0,6.15 ,0.00 ,0,0.07 ,0,1641,6.08 ,4,2,16,에란겔,1644
0,0,2,30,0,1,0,0.0,0,0.32 ,0.00 ,0,0.00 ,0,332,0.32 ,3,13,16,태이고,1847
5,0,7,619,2,8,2,0.147,0,6.78 ,5.18 ,0,0.00 ,0,1838,1.59 ,4,3,17,에란겔,1922
0,0,2,78,1,1,1,0.219,0,0.77 ,0.00 ,0,0.00 ,0,555,0.77 ,6,13,16,에란겔,1673
1,0,1,80,0,0,1,0.12,0,4.15 ,2.86 ,0,0.00 ,0,1054,1.29 ,7,7,17,에란겔,1698
0,0,3,0,0,0,0,0.0,0,6.41 ,5.72 ,0,0.00 ,0,639,0.69 ,2,12,17,미라마,1859
0,0,5,40,0,3,0,0.0,0,5.62 ,3.88 ,0,0.00 ,0,1489,1.73 ,3,3,16,태이고,1667
2,0,5,349,1,10,2,0.02,1,6.24 ,4.50 ,0,0.01 ,1,1310,1.73 ,3,2,16,에란겔,1313
0,0,3,18,0,5,0,0.0,0,8.46 ,7.09 ,0,0.00 ,0,1274,1.36 ,3,7,17,미라마,1555
0,0,2,100,0,1,0,0.0,0,2.94 ,1.01 ,0,0.00 ,0,1154,1.93 ,5,9,16,에란겔,1817
0,0,0,0,0,1,0,0.0,0,3.46 ,2.49 ,0,0.00 ,0,750,0.97 ,5,10,17,미라마,1836
0,0,0,43,0,0,0,0.0,0,0.36 ,0.00 ,0,0.00 ,0,293,0.36 ,2,14,16,태이고,1795
1,0,0,150,0,0,0,0.0,0,0.03 ,0.00 ,0,0.00 ,0,226,0.03 ,2,15,16,에란겔,1639
0,0,2,29,0,1,0,0.0,0,3.85 ,2.55 ,0,0.00 ,0,1301,1.30 ,9,3,15,미라마,1829
0,2,2,108,0,2,0,0.0,0,2.69 ,1.97 ,0,0.00 ,0,1087,0.72 ,5,7,16,에란겔,1678
1,0,4,103,0,0,1,0.03,0,8.41 ,7.26 ,0,0.00 ,0,994,1.15 ,3,4,16,태이고,1253
0,1,3,86,1,2,1,0.035,1,5.12 ,3.91 ,0,0.00 ,0,1630,1.21 ,8,1,15,미라마,1630
0,1,2,122,0,0,0,0.0,0,6.11 ,5.05 ,0,0.00 ,1,1121,1.06 ,6,7,16,에란겔,1947
0,0,0,0,0,0,0,0.0,0,0.18 ,0.00 ,0,0.00 ,0,194,0.18 ,4,14,16,미라마,1411
0,0,5,124,0,7,0,0.0,1,3.25 ,1.56 ,0,0.00 ,0,1795,1.69 ,8,3,16,에란겔,1841
2,0,5,214,0,2,0,0.0,0,7.69 ,5.78 ,0,0.00 ,0,1397,1.91 ,10,6,16,태이고,1825
0,0,1,0,0,0,0,0.0,0,0.08 ,0.00 ,0,0.00 ,0,588,0.08 ,3,14,16,미라마,1954
1,0,0,138,0,1,0,0.0,0,0.60 ,0.00 ,0,0.00 ,0,526,0.60 ,4,12,15,에란겔,1480
2,1,9,431,1,4,4,0.048,0,5.15 ,2.99 ,0,0.00 ,0,1819,2.16 ,4,1,15,태이고,1819
1,1,6,188,0,1,0,0.0,0,6.00 ,4.15 ,0,0.00 ,0,1389,1.85 ,6,4,16,태이고,1775
0,1,4,174,0,2,0,0.0,1,2.42 ,1.21 ,0,0.00 ,0,975,1.22 ,5,8,17,미라마,1644
0,0,0,22,0,1,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,161,0.06 ,2,15,15,미라마,1934
0,0,0,0,0,0,0,0.0,0,0.10 ,0.00 ,0,0.00 ,0,223,0.10 ,5,7,19,태이고,1940
1,0,5,212,0,0,1,0.027,0,5.81 ,4.16 ,0,0.00 ,0,1254,1.65 ,6,4,16,태이고,1752
0,0,2,205,0,0,0,0.0,0,4.65 ,3.76 ,0,0.00 ,0,981,0.89 ,4,8,17,미라마,1463
0,0,0,77,0,0,0,0.0,0,4.01 ,2.79 ,0,0.00 ,0,1041,1.22 ,5,6,16,태이고,1843
1,0,2,69,0,0,0,0.0,1,5.02 ,4.21 ,0,0.00 ,0,1134,0.81 ,5,9,15,에란겔,1847
4,2,10,987,2,10,5,0.222,1,7.42 ,5.34 ,0,0.00 ,1,1623,2.08 ,5,2,17,태이고,1627
3,1,4,377,0,22,3,0.049,0,2.95 ,2.35 ,0,0.00 ,0,1099,0.61 ,4,7,16,에란겔,1843
0,0,0,0,0,0,0,0.0,0,0.00 ,0.00 ,0,0.00 ,0,96,0.00 ,1,15,16,미라마,1623
2,1,5,722,1,5,4,0.191,2,4.29 ,1.94 ,0,0.00 ,0,1697,2.35 ,6,1,16,미라마,1697
7,2,11,748,1,9,8,0.121,2,7.77 ,6.04 ,0,0.00 ,0,1568,1.73 ,10,3,15,태이고,1622
1,0,0,75,0,0,1,0.003,1,0.39 ,0.00 ,0,0.00 ,0,243,0.39 ,6,14,15,태이고,1823
0,0,0,0,0,1,0,0.0,0,0.11 ,0.00 ,0,0.00 ,0,182,0.11 ,2,15,16,태이고,1722
1,0,0,82,0,0,1,0.008,0,0.02 ,0.00 ,0,0.00 ,0,97,0.02 ,1,15,15,미라마,1875
0,0,0,0,0,0,0,0.0,0,0.01 ,0.00 ,0,0.00 ,0,109,0.01 ,2,17,18,에란겔,1686
2,0,1,291,1,1,3,0.037,0,0.42 ,0.00 ,0,0.00 ,0,476,0.42 ,9,13,15,미라마,1825
3,1,0,262,0,0,3,0.032,0,0.20 ,0.00 ,0,0.00 ,0,239,0.20 ,3,16,16,미라마,1787
0,1,0,0,0,0,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,132,0.06 ,3,13,15,태이고,1584
10,1,6,844,3,4,10,0.073,1,4.62 ,3.58 ,0,0.00 ,0,1041,1.04 ,6,3,15,에란겔,1365
2,0,1,142,0,0,0,0.0,0,0.48 ,0.00 ,0,0.00 ,0,370,0.48 ,4,11,17,태이고,1274
1,1,5,413,1,4,2,0.058,1,4.79 ,3.52 ,0,0.00 ,0,1269,1.27 ,5,7,15,에란겔,1861
0,0,0,0,0,0,0,0.0,0,0.28 ,0.00 ,0,0.00 ,0,229,0.28 ,4,15,15,에란겔,1891
3,2,5,216,0,4,2,0.024,0,1.88 ,0.78 ,0,0.00 ,0,815,1.10 ,4,12,17,에란겔,1576
0,1,0,24,0,0,0,0.0,0,0.35 ,0.00 ,0,0.00 ,0,257,0.35 ,3,16,16,에란겔,1617
2,2,5,261,0,2,2,0.051,0,5.24 ,3.43 ,0,0.00 ,0,1298,1.81 ,9,6,16,에란겔,1689
0,2,3,18,0,0,1,0.006,1,2.35 ,1.80 ,0,0.00 ,0,684,0.55 ,5,11,16,에란겔,1836
2,0,5,310,1,3,2,0.147,1,4.95 ,3.47 ,0,0.00 ,0,1166,1.47 ,6,9,16,미라마,1772
0,0,6,96,0,1,0,0.0,0,5.52 ,3.85 ,0,0.00 ,0,1047,1.67 ,5,10,16,미라마,1869
2,0,4,421,0,5,2,0.041,0,4.08 ,1.41 ,0,0.00 ,0,1387,2.67 ,7,8,16,미라마,1855
1,0,4,210,1,7,3,0.091,0,1.27 ,0.33 ,0,0.00 ,0,1028,0.94 ,5,10,15,에란겔,1814
1,1,5,342,0,5,1,0.011,0,5.69 ,4.84 ,0,0.00 ,0,1144,0.85 ,9,8,15,미라마,1726
4,3,15,600,1,18,3,0.078,1,4.02 ,1.85 ,0,0.00 ,0,1892,2.17 ,7,3,18,태이고,1941
1,0,3,100,1,0,1,0.105,0,1.29 ,0.21 ,0,0.00 ,1,597,1.08 ,3,8,16,태이고,1332
4,0,3,416,1,2,4,0.043,1,0.90 ,0.00 ,0,0.00 ,0,602,0.90 ,3,12,16,에란겔,1706
2,0,4,237,2,10,3,0.021,3,5.58 ,4.34 ,0,0.00 ,0,1002,1.24 ,5,7,16,에란겔,1584
1,0,4,334,0,6,1,0.224,3,3.61 ,1.41 ,0,0.00 ,0,1347,2.20 ,7,5,15,에란겔,1680
0,0,0,43,0,0,0,0.0,0,1.56 ,0.96 ,0,0.00 ,0,536,0.60 ,4,11,16,미라마,1827
1,1,2,56,0,0,1,0.007,2,2.28 ,1.29 ,0,0.00 ,0,750,0.99 ,4,10,16,에란겔,1660
2,0,2,125,0,0,1,0.012,0,0.21 ,0.00 ,0,0.00 ,0,265,0.21 ,3,14,15,에란겔,1405
2,1,5,373,2,3,3,0.145,1,6.65 ,4.27 ,0,0.00 ,0,1311,2.37 ,5,1,16,미라마,1311
1,0,1,98,0,1,0,0.0,0,0.14 ,0.00 ,0,0.00 ,0,197,0.14 ,3,11,16,미라마,1686
0,0,0,135,0,0,0,0.0,0,0.22 ,0.00 ,0,0.00 ,0,466,0.22 ,4,10,15,에란겔,1396
4,0,1,503,0,0,0,0.0,0,3.49 ,2.66 ,0,0.00 ,0,874,0.83 ,4,7,17,에란겔,1879
4,0,8,670,2,5,5,0.051,0,5.15 ,3.36 ,0,0.00 ,0,1416,1.79 ,4,1,17,미라마,1416
0,0,0,0,0,0,0,0.0,0,0.28 ,0.00 ,0,0.00 ,0,281,0.28 ,6,13,17,에란겔,1663
0,0,0,99,0,1,0,0.0,0,0.08 ,0.00 ,0,0.00 ,0,210,0.08 ,2,14,16,에란겔,1887
0,0,0,0,0,0,0,0.0,0,0.02 ,0.00 ,0,0.00 ,0,143,0.02 ,1,15,18,미라마,1900
2,0,4,252,0,3,1,0.006,0,0.21 ,0.00 ,0,0.00 ,0,506,0.21 ,4,5,17,에란겔,1019
0,0,0,0,0,0,0,0.0,0,0.00 ,0.00 ,0,0.00 ,0,76,0.00 ,1,17,17,태이고,1198
1,1,0,54,0,0,0,0.0,0,0.03 ,0.00 ,0,0.00 ,0,113,0.03 ,1,16,17,태이고,1108
2,1,1,222,0,1,1,0.025,0,0.07 ,0.00 ,0,0.00 ,0,204,0.07 ,1,13,16,태이고,1078
0,0,4,123,0,1,0,0.0,0,2.46 ,1.62 ,0,0.00 ,0,971,0.84 ,4,6,17,에란겔,1462
0,0,2,31,0,0,0,0.0,0,1.35 ,0.00 ,0,0.00 ,0,758,1.35 ,9,6,15,에란겔,1349
0,0,1,74,0,2,0,0.0,0,0.27 ,0.00 ,0,0.00 ,0,375,0.27 ,4,11,16,미라마,1626
0,0,0,100,1,0,1,0.039,0,0.44 ,0.00 ,0,0.00 ,0,319,0.44 ,3,8,17,태이고,1418
0,1,4,37,0,1,0,0.0,0,5.71 ,5.01 ,0,0.00 ,0,804,0.70 ,6,2,16,태이고,1231
0,0,4,0,0,2,0,0.0,0,8.63 ,7.49 ,0,0.00 ,0,971,1.14 ,6,7,17,에란겔,1614
0,1,1,46,0,0,0,0.0,1,0.21 ,0.00 ,0,0.00 ,0,292,0.21 ,5,9,16,에란겔,1549
3,1,4,330,1,0,4,0.039,1,1.90 ,1.27 ,0,0.00 ,0,678,0.63 ,7,11,16,에란겔,1876
8,3,5,1011,1,1,6,0.109,0,6.39 ,4.39 ,0,0.00 ,0,1588,2.00 ,4,1,13,태이고,1588
2,0,0,166,1,1,1,0.035,0,0.11 ,0.00 ,0,0.00 ,0,290,0.11 ,4,4,16,에란겔,1227
3,0,0,322,1,0,2,0.068,2,2.12 ,0.79 ,0,0.00 ,0,560,1.33 ,5,11,17,미라마,1637
0,0,0,0,0,0,0,0.0,0,0.01 ,0.00 ,0,0.00 ,0,108,0.01 ,1,15,18,태이고,1280
3,0,1,441,0,1,2,0.005,0,0.30 ,0.00 ,0,0.00 ,0,381,0.30 ,5,10,17,에란겔,1528
2,0,4,450,0,1,1,0.268,0,7.64 ,5.91 ,0,0.00 ,0,1445,1.73 ,2,5,17,에란겔,1748
0,0,2,36,0,3,0,0.0,0,4.93 ,4.18 ,0,0.00 ,0,807,0.74 ,5,10,16,에란겔,1651
0,0,0,0,0,0,0,0.0,0,3.87 ,2.58 ,0,0.00 ,0,665,1.29 ,4,15,16,태이고,1815
2,0,2,200,1,0,1,0.042,0,0.65 ,0.00 ,0,0.00 ,0,705,0.65 ,6,6,16,에란겔,1625
0,0,0,50,0,0,0,0.0,0,0.10 ,0.00 ,0,0.00 ,0,126,0.10 ,2,4,16,태이고,1908
0,0,0,24,0,0,0,0.0,0,5.99 ,5.38 ,0,0.00 ,0,698,0.61 ,7,14,15,태이고,1745
1,2,4,206,0,5,0,0.0,0,7.33 ,4.87 ,0,0.00 ,0,1457,2.46 ,5,5,17,미라마,1628
0,0,1,0,0,0,0,0.0,0,2.17 ,1.45 ,0,0.00 ,0,506,0.72 ,6,3,16,태이고,1584
1,0,3,179,0,1,0,0.0,1,9.88 ,8.15 ,0,0.00 ,0,1471,1.73 ,4,3,15,태이고,1769
1,1,0,66,0,0,0,0.0,0,8.83 ,8.27 ,0,0.00 ,0,364,0.56 ,4,9,17,미라마,1828
0,0,9,50,0,8,0,0.0,1,2.86 ,1.64 ,0,0.00 ,0,842,1.22 ,6,9,15,미라마,1880
1,4,2,241,0,0,0,0.0,2,5.43 ,3.65 ,0,0.00 ,0,1823,1.78 ,3,1,17,미라마,1823
1,0,0,101,0,0,2,0.025,0,2.95 ,1.77 ,0,0.00 ,0,741,1.17 ,5,3,15,에란겔,1869
0,0,5,0,0,13,0,0.0,0,9.61 ,7.25 ,0,0.00 ,0,1130,2.36 ,4,11,16,태이고,1894
1,2,4,203,1,4,1,0.212,0,3.84 ,2.27 ,0,0.00 ,1,1259,1.57 ,7,3,15,태이고,1707
0,0,2,220,0,0,0,0.0,0,4.02 ,2.39 ,0,0.00 ,0,1330,1.63 ,4,2,16,미라마,1740
0,1,1,21,0,3,0,0.0,0,4.60 ,2.68 ,0,0.00 ,0,1431,1.92 ,4,2,15,에란겔,1798
2,1,1,291,1,0,2,0.317,0,6.16 ,4.57 ,0,0.00 ,0,1323,1.59 ,2,1,16,에란겔,1796
0,0,0,0,0,0,0,0.0,0,7.02 ,5.63 ,0,0.00 ,0,1138,1.39 ,6,2,16,에란겔,1783
4,0,11,673,2,8,5,0.265,0,8.14 ,6.79 ,0,0.00 ,0,1870,1.35 ,5,1,16,태이고,1870
0,1,1,22,0,0,0,0.0,0,7.64 ,6.59 ,0,0.00 ,0,1312,1.05 ,7,5,17,에란겔,1926
